id,gen,cage,fam,sex,coat.color,dob,batch,rip.date,rip.mo,rip.age,rip.weight
51923,54,TestF54-33,BrF53-59,F,W,11/18/2013,16,2/10/2014,Feb,84,19.2
51924,54,TestF54-34,BrF53-66,M,A,11/19/2013,16,2/10/2014,Feb,83,30.3
51927,54,TestF54-33,BrF53-74,F,B,11/20/2013,16,2/10/2014,Feb,82,25.5
51930,54,TestF54-34,BrF53-95,M,B,11/19/2013,16,2/10/2014,Feb,83,38.4
51933,54,TestF54-33,BrF53-66,F,A,11/19/2013,16,2/10/2014,Feb,83,25.3
51935,54,TestF54-33,BrF53-95,F,B,11/19/2013,16,2/10/2014,Feb,83,26.2
51936,54,TestF54-36,BrF53-65,M,A,11/21/2013,16,2/10/2014,Feb,81,30.7
51940,54,TestF54-36,BrF53-68,M,B,11/20/2013,16,2/10/2014,Feb,82,30.5
51941,54,TestF54-35,BrF53-65,F,W,11/21/2013,16,2/10/2014,Feb,81,23.5
51944,54,TestF54-36,BrF53-72,M,A,11/20/2013,16,2/10/2014,Feb,82,35
51947,54,TestF54-35,BrF53-68,F,B,11/20/2013,16,2/10/2014,Feb,82,24.2
51949,54,TestF54-35,BrF53-72,F,A,11/20/2013,16,2/10/2014,Feb,82,20.2
51950,54,TestF54-36,BrF53-75,M,B,11/21/2013,16,2/10/2014,Feb,81,28.8
51953,54,TestF54-35,BrF53-75,F,B,11/21/2013,16,2/10/2014,Feb,81,23.1
51956,54,TestF54-38,BrF53-78,M,A,11/20/2013,16,2/11/2014,Feb,83,35
51959,54,TestF54-37,BrF53-78,F,A,11/20/2013,16,2/10/2014,Feb,82,19.6
51961,54,TestF54-37,BrF53-79,F,A,11/20/2013,16,2/10/2014,Feb,82,24.1
51962,54,TestF54-38,BrF53-79,M,A,11/20/2013,16,2/11/2014,Feb,83,32.4
51965,54,TestF54-37,BrF53-81,F,W,11/20/2013,16,2/10/2014,Feb,82,20.1
51966,54,TestF54-38,BrF53-81,M,W,11/20/2013,16,2/11/2014,Feb,83,31.8
51971,54,TestF54-37,BrF53-82,F,B,11/20/2013,16,2/10/2014,Feb,82,32.2
51972,54,TestF54-38,BrF53-82,M,B,11/20/2013,16,2/11/2014,Feb,83,35.9
51976,54,TestF54-40,BrF53-83,M,B,11/20/2013,16,2/11/2014,Feb,83,27.5
51979,54,TestF54-39,BrF53-83,F,W,11/20/2013,16,2/11/2014,Feb,83,19.4
51980,54,TestF54-40,BrF53-86,M,W,11/21/2013,16,2/11/2014,Feb,82,27.7
51981,54,TestF54-39,BrF53-86,F,A,11/21/2013,16,2/11/2014,Feb,82,20.4
51982,54,TestF54-40,BrF53-92,M,W,11/20/2013,16,2/11/2014,Feb,83,30
51984,54,TestF54-40,BrF53-93,M,A,11/22/2013,16,2/11/2014,Feb,81,35.5
51987,54,TestF54-39,BrF53-93,F,B,11/22/2013,16,2/11/2014,Feb,81,30.4
51991,54,TestF54-41,BrF53-64,F,B,11/22/2013,16,2/11/2014,Feb,81,23
51992,54,TestF54-42,BrF53-64,M,B,11/22/2013,16,2/11/2014,Feb,81,28.1
51993,54,TestF54-41,BrF53-84,F,W,11/22/2013,16,2/11/2014,Feb,81,25.5
51994,54,TestF54-42,BrF53-84,M,W,11/22/2013,16,2/11/2014,Feb,81,30.3
51997,54,TestF54-41,BrF53-37,F,A,11/21/2013,16,2/11/2014,Feb,82,29.7
51998,54,TestF54-42,BrF53-76,M,W,11/23/2013,16,2/11/2014,Feb,80,27.5
52000,54,TestF54-42,BrF53-94,M,A,11/24/2013,16,2/11/2014,Feb,79,27.7
52003,54,TestF54-41,BrF53-76,F,B,11/23/2013,16,2/11/2014,Feb,80,27.2
52004,54,TestF54-44,BrF53-90,M,A,11/24/2013,16,2/11/2014,Feb,79,45
52009,54,TestF54-43,BrF53-94,F,A,11/24/2013,16,2/11/2014,Feb,79,20.8
52011,54,TestF54-43,BrF53-90,F,W,11/24/2013,16,2/11/2014,Feb,79,29.2
52012,54,TestF54-44,BrF53-85,M,B,11/24/2013,16,2/11/2014,Feb,79,29
52014,54,TestF54-44,BrF53-71,M,B,11/24/2013,16,2/11/2014,Feb,79,35.8
52015,54,TestF54-43,BrF53-85,F,A,11/24/2013,16,2/11/2014,Feb,79,18.5
52018,54,TestF54-44,BrF53-41,M,A,11/25/2013,16,2/11/2014,Feb,78,37.7
52019,54,TestF54-43,BrF53-71,F,B,11/24/2013,16,2/11/2014,Feb,79,27.6
52022,54,TestF54-46,BrF53-69,M,A,11/25/2013,16,2/11/2014,Feb,78,37.3
52026,54,TestF54-46,BrF53-73,M,B,11/25/2013,16,2/11/2014,Feb,78,37.1
52027,54,TestF54-45,BrF53-69,F,W,11/25/2013,16,2/11/2014,Feb,78,29.8
52030,54,TestF54-46,BrF53-87,M,B,11/25/2013,16,2/11/2014,Feb,78,32.9
52031,54,TestF54-45,BrF53-73,F,W,11/25/2013,16,2/11/2014,Feb,78,31.2
52035,54,TestF54-45,BrF53-87,F,B,11/25/2013,16,2/11/2014,Feb,78,19.2
52036,54,TestF54-48,BrF53-70,M,A,11/29/2013,17,3/31/2014,Mar,95,40.9
52040,54,TestF54-48,BrF53-88,M,W,11/29/2013,17,3/31/2014,Mar,84,43.7
52041,54,TestF54-47,BrF53-70,F,A,11/29/2013,17,3/31/2014,Mar,95,22.2
52044,54,TestF54-48,BrF53-91,M,B,11/29/2013,17,3/31/2014,Mar,84,48.6
52045,54,TestF54-47,BrF53-88,F,W,11/29/2013,17,3/31/2014,Mar,84,26
52048,54,TestF54-52,BrF53-96,M,A,1/7/2014,17,3/31/2014,Mar,83,29.3
52049,54,TestF54-47,BrF53-91,F,B,11/29/2013,17,3/31/2014,Mar,84,42.1
52053,54,TestF54-49,BrF53-67,F,W,11/22/2013,17,3/31/2014,Mar,84,24.1
52055,54,TestF54-49,BrF53-80,F,B,12/22/2013,17,3/31/2014,Mar,84,21.1
52058,54,TestF54-52,BrF53-100,M,W,1/7/2014,17,3/31/2014,Mar,82,30.4
52059,54,TestF54-51,BrF53-96,F,A,1/7/2014,17,3/31/2014,Mar,84,23.1
52062,54,TestF54-52,BrF53-103,M,W,1/7/2014,17,3/31/2014,Mar,82,35.4
52063,54,TestF54-51,BrF53-100,F,W,1/7/2014,17,3/31/2014,Mar,83,23.9
52066,54,TestF54-52,BrF53-104,M,B,1/7/2014,17,3/31/2014,Mar,82,37.1
52067,54,TestF54-51,BrF53-103,F,W,1/7/2014,17,3/31/2014,Mar,82,25.6
52071,54,TestF54-53,BrF53-104,F,W,1/7/2014,17,3/31/2014,Mar,82,22.1
52072,54,TestF54-54,BrF53-111,M,W,1/7/2014,17,3/31/2014,Mar,82,28.3
52073,54,TestF54-51,BrF53-111,F,B,1/7/2014,17,3/31/2014,Mar,84,17.4
52076,55,TestF55-10,BrF54-35,M,A,2/10/2014,18,5/5/2014,May,84,36.7
52077,55,TestF55-11,BrF54-29,F,W,2/10/2014,18,5/5/2014,May,84,25.9
52079,55,TestF55-11,BrF54-36,F,W,2/10/2014,18,5/5/2014,May,84,20.9
52081,55,TestF55-11,BrF54-38,F,A,2/11/2014,18,5/5/2014,May,83,16.9
52083,55,TestF55-11,BrF54-20,F,B,2/12/2014,18,5/5/2014,May,82,21.5
52088,55,TestF55-12,BrF54-36,M,W,2/10/2014,18,5/5/2014,May,84,32
52092,55,TestF55-12,BrF54-38,M,A,2/11/2014,18,5/5/2014,May,83,30.4
52093,55,TestF55-13,BrF54-19,F,B,2/12/2014,18,5/5/2014,May,82,24.4
52096,55,TestF55-12,BrF54-20,M,B,2/12/2014,18,5/5/2014,May,82,34
52099,55,TestF55-13,BrF54-21,F,B,2/12/2014,18,5/5/2014,May,82,19.2
52100,55,TestF55-10,BrF54-17,M,W,1/30/2014,18,5/5/2014,May,NA,NA
52101,54,TestF54-53,BrF53-106,F,B,1/8/2014,17,3/31/2014,Mar,82,26.3
52102,54,TestF54-54,BrF53-106,M,B,1/8/2014,17,3/31/2014,Mar,82,34.3
52103,54,TestF54-53,BrF53-107,F,B,1/8/2014,17,3/31/2014,Mar,82,20.8
52107,55,TestF55-01,BrF54-3,F,W,1/8/2014,17,4/1/2014,Apr,83,26
52108,55,TestF55-02,BrF54-3,M,B,1/8/2014,17,4/1/2014,Apr,83,36
52109,55,TestF55-01,BrF54-5,F,A,1/8/2014,17,4/1/2014,Apr,83,26.1
52112,55,TestF55-02,BrF54-5,M,A,1/8/2014,17,4/1/2014,Apr,83,41.7
52115,55,TestF55-01,BrF54-6,F,A,1/6/2014,17,4/1/2014,Apr,83,24.7
52116,55,TestF55-02,BrF54-6,M,W,1/6/2014,17,4/1/2014,Apr,83,35.5
52117,55,TestF55-01,BrF54-7,F,B,1/8/2014,17,4/1/2014,Apr,83,22.7
52120,55,TestF55-02,BrF54-7,M,A,1/8/2014,17,4/1/2014,Apr,83,30.9
52123,55,TestF55-03,BrF54-15,F,A,1/9/2014,17,4/1/2014,Apr,83,25.5
52124,55,TestF55-04,BrF54-15,M,A,1/9/2014,17,4/1/2014,Apr,82,36.5
52127,55,TestF55-03,BrF54-14,F,A,1/7/2014,17,4/1/2014,Apr,82,27.7
52131,55,TestF55-03,BrF54-10,F,A,1/7/2014,17,4/1/2014,Apr,82,23.4
52132,55,TestF55-04,BrF54-14,M,W,1/7/2014,17,4/1/2014,Apr,82,33
52136,55,TestF55-04,BrF54-10,M,A,1/7/2014,17,4/1/2014,Apr,82,25
52138,54,TestF54-54,BrF53-107,M,B,1/8/2014,17,3/31/2014,Mar,82,46.1
52139,54,TestF54-53,BrF53-105,F,A,1/9/2014,17,3/31/2014,Mar,82,27.5
52144,54,TestF54-54,BrF53-105,M,W,1/9/2014,17,3/31/2014,Mar,82,21.2
52145,54,TestF54-55,BrF53-101,F,B,1/9/2014,17,3/31/2014,Mar,82,21.2
52149,54,TestF54-55,BrF53-102,F,W,1/10/2014,17,3/31/2014,Mar,82,23.5
52150,54,TestF54-56,BrF53-101,M,A,1/9/2014,17,4/1/2014,Apr,82,24.5
52152,54,TestF54-56,BrF53-102,M,W,1/10/2014,17,4/1/2014,Apr,82,35.9
52153,55,TestF55-03,BrF54-02,F,B,1/6/2014,17,4/1/2014,Apr,83,20.2
52156,55,TestF55-04,BrF54-02,M,B,1/6/2014,17,4/1/2014,Apr,82,30
52159,55,TestF55-05,BrF54-08,F,W,1/10/2014,17,4/1/2014,Apr,82,21.2
52161,55,TestF55-05,BrF54-09,F,B,1/9/2014,17,4/1/2014,Apr,82,25.3
52162,55,TestF55-06,BrF54-08,M,W,1/10/2014,17,4/1/2014,Apr,82,30.1
52164,55,TestF55-06,BrF54-09,M,B,1/9/2014,17,4/1/2014,Apr,82,24.6
52165,55,TestF55-05,BrF54-11,F,W,1/9/2014,17,4/1/2014,Apr,82,25.7
52168,55,TestF55-06,BrF54-11,M,B,1/9/2014,17,4/1/2014,Apr,82,31.3
52169,55,TestF55-05,BrF54-01,F,A,1/9/2014,17,4/1/2014,Apr,82,21.2
52173,55,TestF55-07,BrF54-13,F,A,1/14/2014,17,4/1/2014,Apr,78,28
52174,55,TestF55-06,BrF54-01,M,A,1/9/2014,17,4/1/2014,Apr,82,34.1
52175,54,TestF54-55,BrF53-109,F,W,1/11/2014,17,3/31/2014,Mar,82,26.4
52177,54,TestF54-55,BrF53-113,F,A,1/13/2014,17,3/31/2014,Mar,82,22.9
52178,54,TestF54-56,BrF53-109,M,W,1/11/2014,17,4/1/2014,Apr,82,33.6
52180,54,TestF54-56,BrF53-113,M,B,1/13/2014,17,4/1/2014,Apr,83,27
52182,55,TestF55-10,BrF54-29,M,W,2/10/2014,18,5/5/2014,May,84,38.2
52185,54,TestF55-07,BrF53-99,F,B,1/14/2014,17,4/1/2014,Apr,81,19.9
52186,54,TestF55-08,BrF53-99,M,B,1/14/2014,17,4/1/2014,Apr,81,30.7
52191,55,TestF55-09,BrF54-04,F,W,1/30/2014,18,5/5/2014,May,95,20.4
52192,55,TestF55-08,BrF54-13,M,B,1/14/2014,17,4/1/2014,Apr,78,29.5
52193,55,TestF55-09,BrF54-17,F,W,2/10/2014,18,5/5/2014,May,84,22.5
52197,55,TestF55-09,BrF54-35,F,A,2/10/2014,18,5/5/2014,May,84,23.8
52198,55,TestF55-10,BrF54-04,M,B,2/10/2014,18,5/5/2014,May,95,31.5
54100,55,TestF55-12,BrF54-19,M,B,2/12/2014,18,5/5/2014,May,82,42.2
54104,55,TestF55-14,BrF54-21,M,B,2/12/2014,18,5/5/2014,May,82,23.5
54105,55,TestF55-13,BrF54-23,F,W,2/12/2014,18,5/5/2014,May,82,22.6
54106,55,TestF55-14,BrF54-23,M,W,2/12/2014,18,5/5/2014,May,82,28.6
54109,55,TestF55-13,BrF54-22,F,B,2/12/2014,18,5/5/2014,May,82,23.7
54113,55,TestF55-15,BrF54-25,F,W,2/12/2014,18,5/5/2014,May,82,20.9
54114,55,TestF55-14,BrF54-22,M,B,2/12/2014,18,5/5/2014,May,82,37.2
54116,55,TestF55-14,BrF54-25,M,W,2/12/2014,18,5/5/2014,May,82,27.2
54117,55,TestF55-15,BrF54-26,F,A,2/12/2014,18,5/5/2014,May,82,20.4
54121,55,TestF55-15,BrF54-39,F,B,2/12/2014,18,5/5/2014,May,82,21.4
54124,55,TestF55-16,BrF54-26,M,A,2/12/2014,18,5/5/2014,May,82,31
54125,55,TestF55-15,BrF54-32,F,W,2/12/2014,18,5/5/2014,May,82,21.1
54126,55,TestF55-16,BrF54-39,M,B,2/12/2014,18,5/5/2014,May,82,29.2
54130,55,TestF55-16,BrF54-32,M,W,2/12/2014,18,5/5/2014,May,82,34.3
54131,55,TestF55-17,BrF54-49,F,A,2/12/2014,18,5/6/2014,May,83,17.9
54133,55,TestF55-17,BrF54-48,F,B,2/12/2014,18,5/6/2014,May,83,17.8
54134,55,TestF55-16,BrF54-49,M,W,2/12/2014,18,5/5/2014,May,82,36.9
54138,55,TestF55-18,BrF54-48,M,B,2/12/2014,18,5/6/2014,May,83,25.3
54139,55,TestF55-17,BrF54-47,F,B,2/12/2014,18,5/6/2014,May,83,26.3
54141,55,TestF55-17,BrF54-42,F,A,2/12/2014,18,5/6/2014,May,83,22.8
54142,55,TestF55-18,BrF54-47,M,W,2/12/2014,18,5/6/2014,May,83,24.2
54146,55,TestF55-18,BrF54-42,M,A,2/12/2014,18,5/6/2014,May,83,30.5
54147,55,TestF55-19,BrF54-34,F,W,2/12/2014,18,5/6/2014,May,83,22.6
54149,55,TestF55-19,BrF54-31,F,A,2/12/2014,18,5/6/2014,May,83,27.8
54150,55,TestF55-18,BrF54-34,M,W,2/12/2014,18,5/6/2014,May,83,31.6
54153,55,TestF55-19,BrF54-30,F,B,2/13/2014,18,5/6/2014,May,82,23.6
54154,55,TestF55-20,BrF54-31,M,B,2/12/2014,18,5/6/2014,May,83,46.2
54157,55,TestF55-19,BrF54-24,F,W,2/13/2014,18,5/6/2014,May,82,20.7
54158,55,TestF55-20,BrF54-30,M,W,2/13/2014,18,5/6/2014,May,82,35.8
54161,55,TestF55-21,BrF54-43,F,A,2/13/2014,18,5/6/2014,May,82,20.5
54164,55,TestF55-20,BrF54-24,M,W,2/13/2014,18,5/6/2014,May,82,26.9
54165,55,TestF55-21,BrF54-45,F,W,2/13/2014,18,5/6/2014,May,82,20.4
54166,55,TestF55-20,BrF54-43,M,A,2/13/2014,18,5/6/2014,May,82,29.4
54169,55,TestF55-21,BrF54-37,F,B,2/13/2014,18,5/6/2014,May,82,24
54170,55,TestF55-22,BrF54-37,M,B,2/13/2014,18,5/6/2014,May,82,38.7
54173,55,TestF55-23,BrF54-16,F,A,2/13/2014,18,5/6/2014,May,82,19.8
54176,55,TestF55-22,BrF54-45,M,W,2/13/2014,18,5/6/2014,May,82,25.7
54178,55,TestF55-22,BrF54-16,M,A,2/13/2014,18,5/6/2014,May,82,33
54179,55,TestF55-23,BrF54-28,F,B,2/13/2014,18,5/6/2014,May,82,23.5
54182,55,TestF55-22,BrF54-28,M,A,2/13/2014,18,5/6/2014,May,82,34.9
54183,55,TestF55-25,BrF54-44,F,B,2/17/2014,18,5/6/2014,May,78,19.2
54186,55,TestF55-24,BrF54-44,M,B,2/17/2014,18,5/6/2014,May,78,29.1
54187,55,TestF55-25,BrF54-51,F,A,2/14/2014,18,5/6/2014,May,81,30.8
54190,55,TestF55-24,BrF54-51,M,A,2/14/2014,18,5/6/2014,May,81,27.1
54193,55,TestF55-27,BrF53-112,F,B,2/26/2014,19,6/20/2014,Jun,114,26.5
54194,55,TestF55-26,BrF54-41,M,B,3/3/2014,19,6/20/2014,Jun,109,36.8
54196,55,TestF55-26,BrF53-112,M,B,2/26/2014,19,6/20/2014,Jun,114,48
54198,55,TestF55-26,BrF54-46,M,W,3/9/2014,19,6/20/2014,Jun,103,35.2
54199,55,TestF55-27,BrF54-41,F,B,3/3/2014,19,6/20/2014,Jun,109,26.6
54201,55,TestF55-27,BrF54-46,F,W,3/9/2014,19,6/20/2014,Jun,103,25
54207,55,TestF55-27,BrF54-51,F,B,2/14/2014,19,6/20/2014,Jun,126,27.7
54209,55,TestF55-29,BrF54-40,F,W,3/24/2014,19,6/20/2014,Jun,88,25
54213,55,TestF55-29,BrF54-75,F,A,3/24/2014,19,6/20/2014,Jun,88,29.4
54216,55,TestF55-30,BrF54-59,M,W,3/24/2014,19,6/20/2014,Jun,88,36.6
54217,55,TestF55-29,BrF54-56,F,B,3/24/2014,19,6/20/2014,Jun,88,21.9
54220,55,TestF55-30,BrF54-71,M,A,3/24/2014,19,6/20/2014,Jun,88,39.7
54221,55,TestF55-29,BrF54-80,F,B,3/24/2014,19,6/20/2014,Jun,88,26.2
54226,55,TestF55-30,BrF54-61,M,B,3/24/2014,19,6/20/2014,Jun,88,33.3
54227,55,TestF55-31,BrF54-59,F,W,3/24/2014,19,6/20/2014,Jun,88,26.2
54229,55,TestF55-31,BrF54-71,F,A,3/24/2014,19,6/20/2014,Jun,88,25.1
54230,55,TestF55-30,BrF54-81,M,W,3/25/2014,19,6/20/2014,Jun,87,37.2
54233,55,TestF55-31,BrF54-61,F,B,3/24/2014,19,6/20/2014,Jun,88,23.3
54234,55,TestF55-32,BrF54-55,M,W,3/25/2014,19,6/20/2014,Jun,87,28.7
54237,55,TestF55-31,BrF54-81,F,B,3/25/2014,19,6/20/2014,Jun,87,28.3
54238,55,TestF55-32,BrF54-54,M,W,3/25/2014,19,6/20/2014,Jun,87,33.8
54240,55,TestF55-32,BrF54-69,M,A,3/24/2014,19,6/20/2014,Jun,88,41.1
54243,55,TestF55-33,BrF54-55,F,B,3/25/2014,19,6/20/2014,Jun,87,19.6
54244,55,TestF55-32,BrF54-58,M,A,3/26/2014,19,6/20/2014,Jun,86,30.8
54245,55,TestF55-33,BrF54-54,F,A,3/25/2014,19,6/20/2014,Jun,87,29.5
54248,55,TestF55-34,BrF54-63,M,W,3/26/2014,19,6/20/2014,Jun,86,30.5
54249,55,TestF55-33,BrF54-69,F,W,3/24/2014,19,6/20/2014,Jun,88,26.8
54252,55,TestF55-34,BrF54-66,M,B,3/26/2014,19,6/20/2014,Jun,86,31.5
54253,55,TestF55-33,BrF54-58,F,B,3/26/2014,19,6/20/2014,Jun,86,26.9
54256,55,TestF55-34,BrF54-74,M,A,3/26/2014,19,6/20/2014,Jun,86,33.4
54257,55,TestF55-35,BrF54-63,F,W,3/26/2014,19,6/20/2014,Jun,86,23.7
54260,55,TestF55-34,BrF54-64,M,B,3/26/2014,19,6/20/2014,Jun,86,32.4
54261,55,TestF55-35,BrF54-66,F,B,3/26/2014,19,6/20/2014,Jun,86,23
54266,55,TestF55-36,BrF54-73,M,B,3/27/2014,19,6/20/2014,Jun,85,27.7
54267,55,TestF55-35,BrF54-74,F,W,3/26/2014,19,6/20/2014,Jun,86,20.1
54269,55,TestF55-35,BrF54-64,F,B,3/26/2014,19,6/20/2014,Jun,86,23.3
54270,55,TestF55-36,BrF54-82,M,A,3/28/2014,19,6/20/2014,Jun,84,39.5
54274,55,TestF55-36,BrF54-76,M,B,3/28/2014,19,6/20/2014,Jun,84,33.7
54276,55,TestF55-36,BrF54-84,M,A,3/28/2014,19,6/20/2014,Jun,84,32.2
54277,55,TestF55-37,BrF54-73,F,B,3/27/2014,19,6/20/2014,Jun,85,24.8
54279,55,TestF55-37,BrF54-82,F,A,3/28/2014,19,6/20/2014,Jun,84,27.1
54282,55,TestF55-38,BrF54-77,M,A,3/27/2014,19,6/20/2014,Jun,85,36.3
54283,55,TestF55-37,BrF54-76,F,B,3/28/2014,19,6/20/2014,Jun,84,24.5
54284,55,TestF55-38,BrF54-70,M,B,3/27/2014,19,6/20/2014,Jun,85,33.5
54289,55,TestF55-37,BrF54-84,F,A,3/28/2014,19,6/20/2014,Jun,84,21.3
54290,55,TestF55-38,BrF54-68,M,B,3/27/2014,19,6/20/2014,Jun,85,44.4
54291,55,TestF55-39,BrF54-77,F,W,3/27/2014,19,6/23/2014,Jun,88,36.8
54294,55,TestF55-38,BrF54-79,M,W,3/27/2014,19,6/20/2014,Jun,85,41.4
54295,55,TestF55-39,BrF54-70,F,B,3/27/2014,19,6/23/2014,Jun,88,21.9
54298,55,TestF55-40,BrF54-52,M,B,3/30/2014,19,6/23/2014,Jun,85,32.3
54299,55,TestF55-39,BrF54-68,F,B,3/27/2014,19,6/23/2014,Jun,88,32.3
54300,55,TestF55-40,BrF54-57,M,A,3/30/2014,19,6/23/2014,Jun,85,34.2
54303,55,TestF55-39,BrF54-79,F,W,3/27/2014,19,6/23/2014,Jun,88,27.8
54304,55,TestF55-40,BrF54-78,M,W,3/26/2014,19,6/23/2014,Jun,89,41.2
54307,55,TestF55-41,BrF54-52,F,B,3/30/2014,19,6/23/2014,Jun,85,27.4
54310,55,TestF55-42,BrF54-60,M,A,3/30/2014,19,6/23/2014,Jun,85,29.7
54311,55,TestF55-41,BrF54-57,F,B,3/30/2014,19,6/23/2014,Jun,85,27
54315,55,TestF55-41,BrF54-78,F,W,3/26/2014,19,6/23/2014,Jun,89,29
54316,55,TestF55-42,BrF54-65,M,W,3/30/2014,19,6/23/2014,Jun,85,39.6
54319,55,TestF55-43,BrF54-60,F,A,3/30/2014,19,6/23/2014,Jun,85,24.7
54320,55,TestF55-44,BrF54-93,M,A,4/10/2014,20,7/14/2014,Jul,NA,36.1
54323,55,TestF55-43,BrF54-65,F,W,3/30/2014,19,6/23/2014,Jun,85,25.7
54324,55,TestF55-44,BrF54-99,M,B,4/11/2014,20,7/15/2014,Jul,NA,31.4
54327,55,TestF55-45,BrF54-93,F,A,4/10/2014,20,7/16/2014,Jul,NA,21.9
54330,55,TestF55-52,BrF54-53,M,B,4/15/2014,20,8/3/2014,Jul,NA,28.6
54331,55,TestF55-45,BrF54-99,F,W,4/11/2014,20,7/17/2014,Jul,NA,25
54332,55,TestF55-52,BrF54-92,M,A,4/13/2014,20,8/4/2014,Jul,NA,34
54335,55,TestF55-53,BrF54-53,F,B,4/15/2014,20,8/5/2014,Jul,NA,21.3
54336,55,TestF55-46,BrF54-94,M,B,4/13/2014,20,7/18/2014,Jul,NA,37.4
54339,55,TestF55-53,BrF54-92,F,W,4/13/2014,20,8/6/2014,Jul,NA,29.8
54340,55,TestF55-46,BrF54-96,M,A,4/13/2014,20,7/19/2014,Jul,NA,31.3
54343,55,TestF55-47,BrF54-94,F,B,4/13/2014,20,7/22/2014,Jul,NA,24.6
54346,55,TestF55-46,BrF54-87,M,A,4/17/2014,20,7/20/2014,Jul,NA,32.2
54347,55,TestF55-47,BrF54-96,F,W,4/13/2014,20,7/23/2014,Jul,NA,24
54350,55,TestF55-46,BrF54-98,M,W,4/16/2014,20,7/21/2014,Jul,NA,37.2
54352,55,TestF55-48,BrF54-89,M,W,4/24/2014,20,7/26/2014,Jul,NA,30.1
54353,55,TestF55-47,BrF54-87,F,A,4/17/2014,20,7/24/2014,Jul,NA,22.6
54357,55,TestF55-47,BrF54-98,F,W,4/16/2014,20,7/25/2014,Jul,NA,22.4
54359,55,TestF55-49,BrF54-89,F,W,4/24/2014,20,7/28/2014,Jul,NA,23.3
54360,55,TestF55-48,BrF54-62,M,A,4/28/2014,20,7/27/2014,Jul,NA,32.4
54363,55,TestF55-49,BrF54-62,F,A,4/28/2014,20,7/29/2014,Jul,NA,23.5
54367,55,TestF55-51,BrF54-91,F,W,5/1/2014,20,8/1/2014,Jul,NA,19.5
54368,55,TestF55-50,BrF54-91,M,W,5/1/2014,20,7/30/2014,Jul,NA,23.8
54371,55,TestF55-51,BrF54-86,F,A,5/1/2014,20,8/2/2014,Jul,NA,21.7
54372,55,TestF55-50,BrF54-86,M,B,5/1/2014,20,7/31/2014,Jul,NA,26.3
