id,gen,cage,fam,dam,sire,sex,ppi.weight,ppi.age,
51717,54,Test.F54-07,BrF53-17,51207,50772,F,20.2,68,
51718,54,Test.F54-08,BrF53-24,51253,51232,M,23.6,67,
51722,54,Test.F54-10,BrF53-23,51251,51230,M,29.9,67,
51723,54,Test.F54-07,BrF53-19,51225,50768,F,20.3,67,
51727,54,Test.F54-07,BrF53-24,51253,51232,F,16.8,69,
51728,54,Test.F54-10,BrF53-30,51285,51270,M,32.1,68,
51731,54,Test.F54-09,BrF53-23,51251,51230,F,22,67,
51734,54,Test.F54-10,BrF53-31,51305,50796,M,28.6,67,
51737,54,Test.F54-09,BrF53-31,51305,50796,F,23.8,67,
51738,54,Test.F54-10,BrF53-32,51365,51226,M,26.4,67,
51739,54,Test.F54-09,BrF53-30,51285,51270,F,21.2,68,
51742,54,Test.F54-12,BrF53-21,51261,50762,M,31.1,67,
51745,54,Test.F54-09,BrF53-32,51365,51226,F,19.8,67,
51746,54,Test.F54-12,BrF53-20,51255,50498,M,29.4,67,
51747,54,Test.F54-11,BrF53-21,51261,50762,F,24.3,67,
51748,54,Test.F54-12,BrF53-29,51287,50480,M,27.5,66,
51752,54,Test.F54-12,BrF53-28,51271,51222,M,36.1,66,
51753,54,Test.F54-11,BrF53-20,51255,50498,F,24.8,67,
51756,54,Test.F54-14,BrF53-02,50725,50088,M,28.2,66,
51759,54,Test.F54-11,BrF53-29,51287,50480,F,19.8,66,
51760,54,Test.F54-14,BrF53-03,50721,51212,M,23.4,66,
51764,54,Test.F54-14,BrF53-12,50077,50714,M,32.2,66,
51765,54,Test.F54-11,BrF53-28,51271,51222,F,19.3,66,
51767,54,Test.F54-13,BrF53-02,50725,50088,F,20,66,
51770,54,Test.F54-14,BrF53-18,51217,50766,M,29.4,66,
51771,54,Test.F54-13,BrF53-03,50721,51212,F,23.2,66,
51774,54,Test.F54-16,BrF53-26,51273,50084,M,28.5,66,
51775,54,Test.F54-13,BrF53-12,50077,50714,F,22,66,
51778,54,Test.F54-16,BrF53-07,50747,50098,M,27.2,66,
51779,54,Test.F54-13,BrF53-18,51217,50766,F,23.1,66,
51782,54,Test.F54-16,BrF53-33,51451,50096,M,27.1,64,
51785,54,Test.F54-15,BrF53-26,51273,50084,F,23.8,66,
51791,54,Test.F54-15,BrF53-07,50747,50098,F,23.4,66,
51794,54,Test.F54-18,BrF53-13,50093,50488,M,20.5,59,
51795,54,Test.F54-15,BrF53-33,51451,50096,F,23.1,64,
51801,54,Test.F54-17,BrF53-13,50093,50488,F,19.2,59,
51804,54,Test.F54-18,BrF53-25,51269,50770,M,23,49,
51810,54,TestF54-20,BrF53-55,51323,50718,M,26.7,68,
51811,54,Test.F54-17,BrF53-25,51269,50770,F,19.2,49,
51812,54,TestF54-20,BrF53-63,51397,51214,M,31.3,67,
51813,54,TestF54-19,BrF53-55,51323,50718,F,24.8,68,
51815,54,TestF54-19,BrF53-63,51397,51214,F,25.3,67,
51816,54,TestF54-20,BrF53-53,51333,51246,M,27.7,66,
51819,54,TestF54-19,BrF53-53,51333,51246,F,20.1,66,
51820,54,TestF54-20,BrF53-57,51369,51260,M,26.7,66,
51823,54,TestF54-19,BrF53-57,51369,51260,F,23.8,66,
51828,54,TestF54-22,BrF53-62,51389,50080,M,24,66,
51829,54,TestF54-21,BrF53-62,51389,50080,F,19,66,
51831,54,TestF54-21,BrF53-60,51379,51290,F,23.5,66,
51832,54,TestF54-22,BrF53-60,51379,51290,M,32.6,66,
51833,54,TestF54-21,BrF53-39,50717,51322,F,22,66,
51836,54,TestF54-22,BrF53-39,50717,51322,M,29.4,66,
51839,54,TestF54-21,BrF53-54,51325,51310,F,19.9,65,
51840,54,TestF54-22,BrF53-54,51325,51310,M,24.9,65,
51842,54,TestF54-24,BrF53-52,51317,51238,M,25.6,65,
51845,54,TestF54-23,BrF53-52,51317,51238,F,21.3,65,
51847,54,TestF54-23,BrF53-58,51373,50800,F,18,66,
51850,54,TestF54-24,BrF53-58,51373,50800,M,26.5,66,
51853,54,TestF54-23,BrF53-43,49381,50734,F,21.5,65,
51854,54,TestF54-24,BrF53-43,49381,50734,M,27.8,65,
51857,54,TestF54-23,BrF53-48,51235,51282,F,21,65,
51858,54,TestF54-24,BrF53-48,51235,51282,M,29.4,65,
51863,54,TestF54-25,BrF53-38,50727,51278,F,25.7,65,
51866,54,TestF54-26,BrF53-38,50727,51278,M,29.7,65,
51867,54,TestF54-25,BrF53-45,51213,51286,F,21.2,65,
51870,54,TestF54-26,BrF53-45,51213,51286,M,28.2,65,
51871,54,TestF54-25,BrF53-49,51231,51292,F,23.1,64,
51875,54,TestF54-25,BrF53-44,50087,51326,F,24.8,63,
51876,54,TestF54-26,BrF53-49,51231,51292,M,37.6,64,
51877,54,TestF54-27,BrF53-36,50495,51340,F,25.2,108,
51878,54,TestF54-26,BrF53-44,50087,51326,M,28.5,63,
51881,54,TestF54-27,BrF53-41,50785,51306,F,32.8,108,
51882,54,TestF54-28,BrF53-36,50495,51340,M,36.9,108,
51883,54,TestF54-27,BrF53-35,50489,51640,F,23.1,107,
51886,54,TestF54-28,BrF53-46,51203,51298,M,39.7,108,
51890,54,TestF54-28,BrF53-35,50489,51640,M,30.5,107,
51891,54,TestF54-29,BrF53-34,50321,50780,F,26.3,101,
51892,54,TestF54-30,BrF53-34,50321,50780,M,35.7,101,
51896,54,TestF54-30,BrF53-42,50079,51296,M,40.1,99,
51897,54,TestF54-29,BrF53-42,50079,51296,F,24.5,99,
51901,54,TestF54-29,BrF53-51,51315,51218,F,23,97,
51902,54,TestF54-30,BrF53-51,51315,51218,M,34.4,97,
51905,54,TestF54-31,BrF53-40,50761,51318,F,24,95,
51906,54,TestF54-32,BrF53-40,50761,51318,M,28.4,95,
51910,54,TestF54-32,BrF53-56,51363,51242,M,31.3,95,
51911,54,TestF54-31,BrF53-56,51363,51242,F,22.6,95,
51913,54,TestF54-31,BrF53-61,51453,51320,F,23.2,91,
51914,54,TestF54-32,BrF53-61,51453,51320,M,36.3,91,
51916,54,TestF54-34,BrF53-59,51381,51266,M,24.8,84,
51920,54,TestF54-34,BrF53-74,51805,50754,M,29.1,82,
51923,54,TestF54-33,BrF53-59,51381,51266,F,19.8,84,
51924,54,TestF54-34,BrF53-66,51475,50790,M,28.2,83,
51927,54,TestF54-33,BrF53-74,51805,50754,F,23.6,82,
51930,54,TestF54-34,BrF53-95,51635,51252,M,34.6,83,
51933,54,TestF54-33,BrF53-66,51475,50790,F,22.6,83,
51935,54,TestF54-33,BrF53-95,51635,51252,F,26.5,83,
51936,54,TestF54-36,BrF53-65,51425,50786,M,28.9,81,
51940,54,TestF54-36,BrF53-68,51611,50492,M,27.3,82,
51941,54,TestF54-35,BrF53-65,51425,50786,F,21.7,81,
51944,54,TestF54-36,BrF53-72,51385,51208,M,31.6,82,
51947,54,TestF54-35,BrF53-68,51611,50492,F,24.5,82,
51949,54,TestF54-35,BrF53-72,51385,51208,F,19.4,82,
51950,54,TestF54-36,BrF53-75,50483,51274,M,26.8,81,
51953,54,TestF54-35,BrF53-75,50483,51274,F,22.2,81,
51956,54,TestF54-38,BrF53-78,51423,51336,M,31,82,
51959,54,TestF54-37,BrF53-78,51423,51336,F,18.5,82,
51961,54,TestF54-37,BrF53-79,51265,51330,F,22.5,82,
51962,54,TestF54-38,BrF53-79,51265,51330,M,29.1,82,
51965,54,TestF54-37,BrF53-81,50739,51362,F,17.4,82,
51966,54,TestF54-38,BrF53-81,50739,51362,M,27.5,82,
51971,54,TestF54-37,BrF53-82,51357,51352,F,27.2,82,
51972,54,TestF54-38,BrF53-82,51357,51352,M,31.9,82,
51976,54,TestF54-40,BrF53-83,51419,51354,M,25.1,82,
51979,54,TestF54-39,BrF53-83,51419,51354,F,18.5,82,
51980,54,TestF54-40,BrF53-86,51391,51606,M,25.6,81,
51981,54,TestF54-39,BrF53-86,51391,51606,F,20.6,81,
51982,54,TestF54-40,BrF53-92,50493,51650,M,26.4,82,
51984,54,TestF54-40,BrF53-93,50789,51652,M,31,80,
51987,54,TestF54-39,BrF53-93,50789,51652,F,27.3,80,
51991,54,TestF54-41,BrF53-64,51643,50484,F,21.5,80,
51992,54,TestF54-42,BrF53-64,51643,50484,M,26.4,80,
51993,54,TestF54-41,BrF53-84,51421,51348,F,23.8,80,
51994,54,TestF54-42,BrF53-84,51421,51348,M,26.2,80,
51997,54,TestF54-41,BrF53-37,50705,51374,F,26.8,81,
51998,54,TestF54-42,BrF53-76,50713,51300,M,24.8,79,
52000,54,TestF54-42,BrF53-94,51639,51358,M,23.5,78,
52003,54,TestF54-41,BrF53-76,50713,51300,F,25.6,79,
52004,54,TestF54-44,BrF53-90,51237,51646,M,39.4,78,
52009,54,TestF54-43,BrF53-94,51639,51358,F,18,78,
52011,54,TestF54-43,BrF53-90,51237,51646,F,25.3,78,
52012,54,TestF54-44,BrF53-85,51353,51418,M,29.2,78,
52014,54,TestF54-44,BrF53-71,51465,50738,M,31.8,78,
52015,54,TestF54-43,BrF53-85,51353,51418,F,15.8,78,
52018,54,TestF54-44,BrF53-41,50785,51306,M,34,77,
52019,54,TestF54-43,BrF53-71,51465,50738,F,23.6,78,
52022,54,TestF54-46,BrF53-69,51653,50724,M,32.1,77,
52026,54,TestF54-46,BrF53-73,51647,50090,M,33.3,77,
52027,54,TestF54-45,BrF53-69,51653,50724,F,26,77,
52030,54,TestF54-46,BrF53-87,51347,51610,M,29.7,77,
52031,54,TestF54-45,BrF53-73,51647,50090,F,27.9,77,
52035,54,TestF54-45,BrF53-87,51347,51610,F,18.1,77,
52036,54,TestF54-48,BrF53-70,51625,50782,M,40.1,112,
52040,54,TestF54-48,BrF53-88,51659,51452,M,42.6,112,
52041,54,TestF54-47,BrF53-70,51625,50782,F,22.3,112,
52044,54,TestF54-48,BrF53-91,50499,51456,M,45.9,112,
52045,54,TestF54-47,BrF53-88,51659,51452,F,24.7,112,
52048,54,TestF54-52,BrF53-96,50769,51394,M,26.6,73,
52049,54,TestF54-47,BrF53-91,50499,51456,F,39.4,112,
52053,54,TestF54-49,BrF53-67,51393,50720,F,24.2,119,
52055,54,TestF54-49,BrF53-80,51619,51314,F,20.3,89,
52058,54,TestF54-52,BrF53-100,51341,51366,M,28.4,73,
52059,54,TestF54-51,BrF53-96,50769,51394,F,22.8,73,
52062,54,TestF54-52,BrF53-103,51457,51636,M,34.2,73,
52063,54,TestF54-51,BrF53-100,51341,51366,F,23,73,
52066,54,TestF54-52,BrF53-104,51633,51382,M,34.9,73,
52067,54,TestF54-51,BrF53-103,51457,51636,F,25.1,73,
52071,54,TestF54-53,BrF53-104,51633,51382,F,21.1,73,
52072,54,TestF54-54,BrF53-111,51293,51622,M,20.2,73,
52073,54,TestF54-51,BrF53-111,51293,51622,F,17.2,73,
52076,55,TestF55-10,BrF54-35,51817,51942,M,34.8,68,
52077,55,TestF55-11,BrF54-29,51769,51912,F,25.7,68,
52079,55,TestF55-11,BrF54-36,51711,51934,F,21.8,68,
52081,55,TestF55-11,BrF54-38,51885,51952,F,16.6,68,
52083,55,TestF55-11,BrF54-20,52021,51818,F,21.4,68,
52088,55,TestF55-12,BrF54-36,51711,51934,M,29.5,68,
52092,55,TestF55-12,BrF54-38,51885,51952,M,29.9,68,
52093,55,TestF55-13,BrF54-19,52033,51784,F,22.9,68,
52096,55,TestF55-12,BrF54-20,52021,51818,M,39.1,68,
52099,55,TestF55-13,BrF54-21,51917,51664,F,18.1,68,
52100,55,TestF55-10,BrF54-17,51943,51758,M,25.5,68,
52101,54,TestF54-53,BrF53-106,51629,51620,F,20.2,72,
52102,54,TestF54-54,BrF53-106,51629,51620,M,31.6,72,
52103,54,TestF54-53,BrF53-107,50091,51386,F,25.6,72,
52107,55,TestF55-1,BrF54-03,51809,51766,F,23.6,72,
52108,55,TestF55-2,BrF54-03,51809,51766,M,33.4,72,
52109,55,TestF55-1,BrF54-05,51835,51744,F,24.3,72,
52112,55,TestF55-2,BrF54-05,51835,51744,M,38.1,72,
52115,55,TestF55-1,BrF54-06,51851,51702,F,23.3,74,
52116,55,TestF55-2,BrF54-06,51851,51702,M,33.3,74,
52117,55,TestF55-1,BrF54-07,51861,51776,F,21.4,72,
52120,55,TestF55-2,BrF54-07,51861,51776,M,28.3,72,
52123,55,TestF55-3,BrF54-15,51761,51684,F,20.5,74,
52124,55,TestF55-4,BrF54-15,51761,51684,M,28.5,74,
52127,55,TestF55-3,BrF54-14,51741,51716,F,22.4,73,
52131,55,TestF55-3,BrF54-10,51787,51814,F,25.8,73,
52132,55,TestF55-4,BrF54-14,51741,51716,M,23.3,73,
52136,55,TestF55-4,BrF54-10,51787,51814,M,31.6,73,
52138,54,TestF54-54,BrF53-107,50091,51386,M,41.9,72,
52139,54,TestF54-53,BrF53-105,51615,51398,F,26.2,71,
52144,54,TestF54-54,BrF53-105,51615,51398,M,27.2,71,
52145,54,TestF54-55,BrF53-101,51337,51802,F,19.5,71,
52149,54,TestF54-55,BrF53-102,51459,51390,F,22,70,
52150,54,TestF54-56,BrF53-101,51337,51802,M,23.9,71,
52152,54,TestF54-56,BrF53-102,51459,51390,M,34.1,70,
52153,55,TestF55-3,BrF54-02,51773,51808,F,23.5,71,
52156,55,TestF55-4,BrF54-02,51773,51808,M,32.6,71,
52159,55,TestF55-5,BrF54-08,51865,51796,F,24.1,71,
52161,55,TestF55-5,BrF54-09,51879,51806,F,22.7,71,
52162,55,TestF55-6,BrF54-08,51865,51796,M,23.4,71,
52164,55,TestF55-6,BrF54-09,51879,51806,M,32,71,
52165,55,TestF55-5,BrF54-11,51715,51826,F,19.6,71,
52168,55,TestF55-6,BrF54-11,51715,51826,M,30.8,71,
52169,55,TestF55-5,BrF54-01,51671,51736,F,20.9,70,
52173,55,TestF55-7,BrF54-13,51707,51708,F,24.3,66,
52174,55,TestF55-6,BrF54-01,51671,51736,M,29.5,70,
52175,54,TestF54-55,BrF53-109,51617,50082,F,25.2,69,
52177,54,TestF54-55,BrF53-113,51279,51638,F,21.1,67,
52178,54,TestF54-56,BrF53-109,51617,50082,M,32.2,69,
52180,54,TestF54-56,BrF53-113,51279,51638,M,24.9,67,
52182,55,TestF55-10,BrF54-29,51769,51912,M,35.6,68,
52185,54,TestF55-7,BrF53-99,51301,51360,F,20,66,
52186,54,TestF55-8,BrF53-99,51301,51360,M,30.5,66,
52191,55,TestF55-9,BrF54-04,51737,51712,F,19.9,81,
52192,55,TestF55-8,BrF54-13,51707,51708,M,29.1,66,
52193,55,TestF55-9,BrF54-17,51943,51758,F,21.5,70,
52197,55,TestF55-9,BrF54-35,51817,51942,F,22.5,70,
52198,55,TestF55-10,BrF54-04,51737,51712,M,29.2,69,
54100,55,TestF55-12,BrF54-19,52033,51784,M,31.9,68,
54104,55,TestF55-14,BrF54-21,51917,51664,M,22.2,68,
54105,55,TestF55-13,BrF54-23,51909,51838,F,22.4,68,
54106,55,TestF55-14,BrF54-23,51909,51838,M,25.9,68,
54109,55,TestF55-13,BrF54-22,51893,51830,F,22.8,68,
54113,55,TestF55-15,BrF54-25,52013,51880,F,20.9,68,
54114,55,TestF55-14,BrF54-22,51893,51830,M,32.7,68,
54116,55,TestF55-14,BrF54-25,52013,51880,M,25.4,68,
54117,55,TestF55-15,BrF54-26,52029,51874,F,20,68,
54121,55,TestF55-15,BrF54-39,51667,51974,F,20.1,68,
54124,55,TestF55-16,BrF54-26,52029,51874,M,29.1,68,
54125,55,TestF55-15,BrF54-32,51859,51918,F,19.9,68,
54126,55,TestF55-16,BrF54-39,51667,51974,M,27.3,68,
54130,55,TestF55-16,BrF54-32,51859,51918,M,31.8,68,
54131,55,TestF55-17,BrF54-49,52025,51704,F,16.7,68,
54133,55,TestF55-17,BrF54-48,52007,52010,F,16.5,67,
54134,55,TestF55-16,BrF54-49,52025,51704,M,33.5,68,
54138,55,TestF55-18,BrF54-48,52007,52010,M,23.1,67,
54139,55,TestF55-17,BrF54-47,51685,52002,F,23.6,67,
54141,55,TestF55-17,BrF54-42,51955,51968,F,20.9,68,
54142,55,TestF55-18,BrF54-47,51685,52002,M,23.1,67,
54146,55,TestF55-18,BrF54-42,51955,51968,M,28.1,67,
54147,55,TestF55-19,BrF54-34,52005,51922,F,21.1,67,
54149,55,TestF55-19,BrF54-31,51777,51932,F,22.8,67,
54150,55,TestF55-18,BrF54-34,52005,51922,M,29.4,67,
54153,55,TestF55-19,BrF54-30,51733,51908,F,22,67,
54154,55,TestF55-20,BrF54-31,51777,51932,M,38.3,67,
54157,55,TestF55-19,BrF54-24,51687,51862,F,18.8,67,
54158,55,TestF55-20,BrF54-30,51733,51908,M,32.7,67,
54161,55,TestF55-21,BrF54-43,51873,51978,F,21,81,
54164,55,TestF55-20,BrF54-24,51687,51862,M,25.5,67,
54165,55,TestF55-21,BrF54-45,52037,51996,F,20.2,70,
54166,55,TestF55-20,BrF54-43,51873,51978,M,26.7,67,
54169,55,TestF55-21,BrF54-37,51749,51938,F,23.1,70,
54170,55,TestF55-22,BrF54-37,51749,51938,M,34.2,63,
54173,55,TestF55-23,BrF54-16,51903,51754,F,19.3,70,
54176,55,TestF55-22,BrF54-45,52037,51996,M,23.9,66,
54178,55,TestF55-22,BrF54-16,51903,51754,M,30.5,63,
54179,55,TestF55-23,BrF54-28,51755,51904,F,23.4,70,
54182,55,TestF55-22,BrF54-28,51755,51904,M,30.6,66,
54183,55,TestF55-25,BrF54-44,51691,51990,F,19.2,68,
54186,55,TestF55-24,BrF54-44,51691,51990,M,27.6,70,
54187,55,TestF55-25,BrF54-51,51999,51730,F,29,70,
54190,55,TestF55-24,BrF54-51,51999,51730,M,25.2,69,
54193,55,TestF55-27,BrF53-112,51299,51632,F,27,103,
54194,55,TestF55-26,BrF54-41,51797,51958,M,37,98,
54196,55,TestF55-26,BrF53-112,51299,51632,M,47.1,103,
54198,55,TestF55-26,BrF54-46,51735,51986,M,35.1,92,
54199,55,TestF55-27,BrF54-41,51797,51958,F,27.5,98,
54201,55,TestF55-27,BrF54-46,51735,51986,F,25.8,92,
54207,55,TestF55-27,BrF54-51,51999,51730,F,27.7,115,
54209,55,TestF55-29,BrF54-40,51781,51964,F,21.9,77,
54213,55,TestF55-29,BrF54-75,51937,52182,F,27.5,77,
54216,55,TestF55-30,BrF54-59,52069,51868,M,35,77,
54217,55,TestF55-29,BrF54-56,51989,51846,F,22.3,77,
54220,55,TestF55-30,BrF54-71,51985,52050,M,36.6,77,
54221,55,TestF55-29,BrF54-80,51841,52060,F,23.9,77,
54226,55,TestF55-30,BrF54-61,52141,51948,M,31.8,77,
54227,55,TestF55-31,BrF54-59,52069,51868,F,25.7,77,
54229,55,TestF55-31,BrF54-71,51985,52050,F,24.1,77,
54230,55,TestF55-30,BrF54-81,51945,52064,M,35.8,76,
54233,55,TestF55-31,BrF54-61,52141,51948,F,24.4,77,
54234,55,TestF55-32,BrF54-55,51925,51856,M,27.9,76,
54237,55,TestF55-31,BrF54-81,51945,52064,F,28.7,76,
54238,55,TestF55-32,BrF54-54,52043,51822,M,29.8,76,
54240,55,TestF55-32,BrF54-69,51725,52042,M,35.6,77,
54243,55,TestF55-33,BrF54-55,51925,51856,F,19.8,76,
54244,55,TestF55-32,BrF54-58,51967,51872,M,31.3,75,
54245,55,TestF55-33,BrF54-54,52043,51822,F,29.1,76,
54248,55,TestF55-34,BrF54-63,52051,52008,M,27.9,75,
54249,55,TestF55-33,BrF54-69,51725,52042,F,25.6,77,
54252,55,TestF55-34,BrF54-66,51821,52028,M,31,75,
54253,55,TestF55-33,BrF54-58,51967,51872,F,26.7,75,
54256,55,TestF55-34,BrF54-74,51929,52146,M,32,75,
54257,55,TestF55-35,BrF54-63,52051,52008,F,22.2,75,
54260,55,TestF55-34,BrF54-64,52183,52016,M,30.7,75,
54261,55,TestF55-35,BrF54-66,51821,52028,F,23.2,75,
54266,55,TestF55-36,BrF54-73,51975,52074,M,26.3,74,
54267,55,TestF55-35,BrF54-74,51929,52146,F,19.5,75,
54269,55,TestF55-35,BrF54-64,52183,52016,F,22.9,75,
54270,55,TestF55-36,BrF54-82,51951,52056,M,37.8,73,
54274,55,TestF55-36,BrF54-76,51763,52140,M,33.1,73,
54276,55,TestF55-36,BrF54-84,52061,51724,M,31.6,73,
54277,55,TestF55-37,BrF54-73,51975,52074,F,23.7,74,
54279,55,TestF55-37,BrF54-82,51951,52056,F,27.6,73,
54282,55,TestF55-38,BrF54-77,51957,52184,M,33.8,74,
54283,55,TestF55-37,BrF54-76,51763,52140,F,23.4,73,
54284,55,TestF55-38,BrF54-70,52065,52038,M,30.9,74,
54289,55,TestF55-37,BrF54-84,52061,51724,F,18.9,73,
54290,55,TestF55-38,BrF54-68,51849,52046,M,40.3,74,
54291,55,TestF55-39,BrF54-77,51957,52184,F,32.3,74,
54294,55,TestF55-38,BrF54-79,51701,52188,M,39.1,74,
54295,55,TestF55-39,BrF54-70,52065,52038,F,21.3,74,
54298,55,TestF55-40,BrF54-52,52075,51750,M,30.3,71,
54299,55,TestF55-39,BrF54-68,51849,52046,F,28.5,74,
54300,55,TestF55-40,BrF54-57,51825,51888,M,32.7,71,
54303,55,TestF55-39,BrF54-79,51701,52188,F,26.4,74,
54304,55,TestF55-40,BrF54-78,51967,51872,M,36.5,75,
54307,55,TestF55-41,BrF54-52,52075,51750,F,24.4,71,
54310,55,TestF55-42,BrF54-60,52181,51926,M,25.3,71,
54311,55,TestF55-41,BrF54-57,51825,51888,F,25.5,71,
54315,55,TestF55-41,BrF54-78,51967,51872,F,28.1,75,
54316,55,TestF55-42,BrF54-65,52151,51678,M,34.9,71,
54319,55,TestF55-43,BrF54-60,52181,51926,F,23.3,71,
54320,55,TestF55-44,BrF54-93,51899,52024,M,NA,81,
54323,55,TestF55-43,BrF54-65,52151,51678,F,23.4,71,
54320,55,TestF55-44,BrF54-93,51899,52024,M,36.5,81,
54324,55,TestF55-44,BrF54-99,52143,51780,M,31.3,80,
54327,55,TestF55-45,BrF54-93,51899,52024,F,21.1,81,
54331,55,TestF55-45,BrF54-99,52143,51780,F,24.8,80,
54336,55,TestF55-46,BrF54-94,51939,52020,M,33,78,
54340,55,TestF55-46,BrF54-96,51869,51692,M,31.1,78,
54346,55,TestF55-46,BrF54-87,51895,52148,M,30.4,74,
54350,55,TestF55-46,BrF54-98,51983,51674,M,37.2,75,removed early. Last 2 startle pulses void
54343,55,TestF55-47,BrF54-94,51939,52020,F,23.3,78,removed early. Last 2 startle pulses void
54347,55,TestF55-47,BrF54-96,51869,51692,F,22.8,78,
54353,55,TestF55-47,BrF54-87,51895,52148,F,22.8,74,
54357,55,TestF55-47,BrF54-98,51983,51674,F,22,75,
54352,55,TestF55-48,BrF54-89,51827,51740,M,28.3,67,
54360,55,TestF55-48,BrF54-62,51973,52006,M,29.9,63,
54359,55,TestF55-49,BrF54-89,51827,51740,F,22.8,67,
54363,55,TestF55-49,BrF54-62,51973,52006,F,21.6,63,
54368,55,TestF55-50,BrF54-91,51995,51670,M,22,60,
54372,55,TestF55-50,BrF54-86,52147,51898,M,26,60,
54367,55,TestF55-51,BrF54-91,51995,51670,F,20.1,60,
54371,55,TestF55-51,BrF54-86,52147,51898,F,21,60,
54330,55,TestF55-52,BrF54-53,52095,51762,M,26.9,76,
54332,55,TestF55-52,BrF54-92,51931,54191,M,32.9,78,
54335,55,TestF55-53,BrF54-53,52095,51762,F,21.9,76,
54339,55,TestF55-53,BrF54-92,51931,54191,F,27.5,78,
